Data,N,Pearson Train,Spearman Train,Pearson Test,Spearman Test
aptanastudio,5,0.6257561599575096,0.7224128762030783,0.23685443451494098,0.17417162551466484
aptanastudio,10,0.6747078756676878,0.7629559961876049,0.15023351068554824,0.07852503366726148
aptanastudio,10,0.6553826679250534,0.7606893174660719,0.10655771803461843,0.0902208036639405
aptanastudio,10,0.6678391732799597,0.7621813884791866,0.1884498641530659,0.13533462051868483
aptanastudio,10,0.6724572303092243,0.7636318211855597,0.09726119038795089,0.039331500293667214
aptanastudio,10,0.6762195137790428,0.761535772907229,0.15667962184321652,0.05942412828726118
aptanastudio,10,0.6667343453304215,0.7604219112323152,0.11051952313032792,0.06949024941614784
aptanastudio,10,0.6622520486032912,0.7631203523654075,0.09622293901049779,0.044056525803888275
aptanastudio,10,0.677715937900202,0.765962995975323,0.16124327993205986,0.12451856038860958
aptanastudio,10,0.6691076639960187,0.7628026463810921,0.1664258390227416,0.10759097550203561
aptanastudio,10,0.6759630860795974,0.7679691764926804,0.09997750731679228,0.09554550717329051
bamboo,1,0.4945699195326409,0.5895976662388354,0.36250951383408675,0.3580839642390742
bamboo,1,0.5149056493199268,0.6184517861344345,0.24964305988145122,0.2877287890551727
bamboo,1,0.5105009663475347,0.6249365311432902,0.14699147822596045,0.14307588348764047
bamboo,1,0.5027204281822941,0.6070155551704527,0.22379962337145268,0.16603710285507794
bamboo,1,0.5147267149974029,0.5923740354599207,0.31949480560391436,0.2500135286093117
bamboo,1,0.4953504041005757,0.5954762896154153,0.22845885016098313,0.1691300651737388
bamboo,1,0.4320227750820087,0.5577298932411464,0.16675989669615132,0.13293629786129446
bamboo,1,0.48125984306376046,0.5952361364166856,0.1738615560143942,0.15173839913774986
bamboo,1,0.4828645784451928,0.5942591772056333,0.28941405244729324,0.28339753123011796
bamboo,1,0.5016663575141009,0.607566029428656,0.16361535589423004,0.16508200497570688
bamboo,2,0.5280913595458143,0.6989704062518983,0.3541622652631088,0.3296087204866632
bamboo,2,0.5325763979813851,0.7119643289447879,0.29941019135496777,0.3211738735171015
bamboo,2,0.5158206090460713,0.683707722728287,0.3044649140265602,0.268704571992817
bamboo,2,0.5244420838778452,0.6853040198229569,0.3410275726388297,0.32132935456723166
bamboo,2,0.5271986142356101,0.6807363268508836,0.29137345986865193,0.20123690202561864
bamboo,2,0.5218175212774688,0.6805743408229207,0.2408221359891122,0.2116596852789875
bamboo,2,0.541912496555278,0.6952683777427332,0.37099653094639984,0.3152814351586957
bamboo,2,0.5178069243976404,0.6797466730826209,0.3066180627840838,0.3148824438814772
bamboo,2,0.5105552269899536,0.6930956086322857,0.28411517093207134,0.25043554860252215
bamboo,2,0.5271334048271096,0.6800991644177585,0.3391141903526104,0.2862683777628786
bamboo,3,0.5752484152343107,0.7337900985460654,0.37151583576915204,0.3102124594829246
bamboo,3,0.5622500704325197,0.7322164081971121,0.2757253538486665,0.23536499252919074
bamboo,3,0.5673214949590817,0.7289086065536389,0.33194551320649185,0.29555837050815614
bamboo,3,0.5570297884930906,0.7355642063906999,0.3352324953477826,0.2969965702218602
bamboo,3,0.5593362600525731,0.7279089536478477,0.3705375299855098,0.3577841079281088
bamboo,3,0.5847450947957065,0.7430685156313815,0.28783449442410847,0.24396087344353012
bamboo,3,0.5796052900767574,0.7232175322174859,0.26380929276557946,0.19956548073671937
bamboo,3,0.5682533194322826,0.7272288383978608,0.3799012659418242,0.32636027711787213
bamboo,3,0.5365761838871803,0.7221504068706323,0.27531795366544554,0.2602641721286078
bamboo,3,0.5767112087135309,0.7373042302187152,0.3091749673837907,0.2740457463797941
bamboo,4,0.5879784322202599,0.7528714961663491,0.2733488138091638,0.2390132443126022
bamboo,4,0.5686725238628809,0.761144695608467,0.30225639939351456,0.21720702703184602
bamboo,4,0.5672212758663892,0.7076977404358573,0.3388393465296864,0.25257896593645945
bamboo,4,0.5777980446983733,0.7578461975103462,0.3126010956554588,0.2485531173170176
bamboo,4,0.5905382004822111,0.753914275787046,0.2890088202965365,0.19522867001701716
bamboo,4,0.572790476668868,0.760878631601185,0.33787767649693873,0.2874678030067399
bamboo,4,0.5578500229329434,0.7535578717459189,0.3087413342675479,0.29141035820646916
bamboo,4,0.574921861404184,0.7646159614132769,0.3702106294093066,0.34355203894655084
bamboo,4,0.5737572057825739,0.7691460924078516,0.28495289013747405,0.26569490309386873
bamboo,4,0.5850090616538696,0.7572409453682906,0.3438104058678661,0.31167842366986614
bamboo,5,0.5918736070327857,0.7829489888013136,0.28847964845515195,0.275101506626744
bamboo,5,0.6006621502901828,0.7873475659256209,0.2706196623926979,0.249819177296649
bamboo,5,0.5842365258682487,0.7762593049476334,0.31227336278626566,0.2931983902829661
bamboo,5,0.5963526466166837,0.7797547425805559,0.22823159615160543,0.2473592449678038
bamboo,5,0.583553503301987,0.7911742793323163,0.32753557997379373,0.26847135041762177
bamboo,5,0.6045041855781721,0.7827969149618573,0.28594629876028005,0.2665833662374697
bamboo,5,0.5903686857672622,0.7867649205292824,0.312009061441802,0.2849190243635346
bamboo,5,0.6045646762156427,0.7818169125350353,0.3034126289584401,0.312433617341927
bamboo,5,0.5761379814979734,0.7822208776911896,0.32075876118521623,0.2776336265860067
bamboo,5,0.5631573235704144,0.7861685371874697,0.30251662408308094,0.3178254780446554
bamboo,10,0.5902799489498219,0.8306050521605285,0.25843150561660416,0.23748064538989055
bamboo,10,0.6254298578218945,0.8273648968561615,0.25202621328855845,0.2302113096412203
bamboo,10,0.6200057838673008,0.83279199396156,0.3120674405378795,0.27645086002608793
bamboo,10,0.6288996104413764,0.8311217901982008,0.32389384245973757,0.35111508145645404
bamboo,10,0.6194721958593346,0.8193243729968823,0.2601989212875686,0.2709243255058105
bamboo,10,0.6181169096071826,0.8295847923365264,0.28266251426714967,0.27150878378980753
bamboo,10,0.6087676089803911,0.8220497031420609,0.2972521059133655,0.27969375050023143
bamboo,10,0.6125320613671741,0.8291693499094697,0.260026513997217,0.251246271221058
bamboo,10,0.6283883161843409,0.831057795718018,0.3226193092673197,0.300911360948352
bamboo,10,0.5998267251623279,0.8306279197533114,0.34332525321962454,0.3291978062827477
clover,1,0.47646954573190264,0.642250331036247,0.40386752745360893,0.3539573628667
clover,1,0.48856215648149426,0.6757152409974927,0.4869174283696368,0.5183690309585965
clover,1,0.46642479848184976,0.6986080984995021,0.514054560161869,0.3630920951450038
clover,1,0.4450501559731527,0.6668488851151885,0.48307625396647774,0.375713160156743
clover,1,0.48924652535166674,0.7020237336244602,0.44322437199778647,0.44481822061716536
clover,1,0.464511646434351,0.6892914573855606,0.43282069786809235,0.38744237260876624
clover,1,0.4709056757609864,0.6810641544485806,0.44151456027104696,0.3477414207838306
clover,1,0.4695161067963153,0.6733893682466052,0.43926374511589594,0.4515881923204645
clover,1,0.4819012504426398,0.6783215080376992,0.3609543442459442,0.29994623133359316
clover,1,0.45311496517319805,0.6784950046554473,0.5097293199382817,0.389631465255342
clover,2,0.5116121924943795,0.7467256250139401,0.4472649717473556,0.3676594612841556
clover,2,0.5105042070855346,0.7542205516415262,0.5143321439044642,0.3979824483145013
clover,2,0.5093361179645258,0.7518204443964924,0.36359717777732903,0.41479251777339177
clover,2,0.5324982667235676,0.7385261069876263,0.5031320635761221,0.439642773187298
clover,2,0.5244564240730021,0.7599111558642428,0.4019109102650971,0.4252380030561267
clover,2,0.502800157135196,0.7363728824602682,0.42840353821039834,0.3885504318496255
clover,2,0.5288630548256301,0.7612535276169664,0.41925130314963954,0.4257785197589849
clover,2,0.5214422618353133,0.7699385392349983,0.47544377657283426,0.3903611628042006
clover,2,0.5439820404508621,0.7811857013938585,0.4175383600749384,0.42910269748156293
clover,2,0.5242944747075139,0.7234626555339717,0.5452087176842862,0.4938565984839766
clover,3,0.5349708177539227,0.7832971425059397,0.4797345001558964,0.4558582742730444
clover,3,0.5673991984260623,0.8119419007129756,0.4621245262223441,0.4798031642096632
clover,3,0.5506664043713231,0.813132197801976,0.3556739341765082,0.38868556102534013
clover,3,0.5376947293222911,0.7945146108671414,0.431305349813643,0.3539843887018429
clover,3,0.5579515163840694,0.7955430767589025,0.46097974427655414,0.40709015475766225
clover,3,0.5601020565923212,0.7999589686678461,0.45519156746352846,0.4479802433288859
clover,3,0.5719910585505634,0.8173718358119604,0.4549883835912774,0.40425244206765654
clover,3,0.5486564319864558,0.7861543221363616,0.405948035103298,0.45275030323160964
clover,3,0.5596142578610063,0.807786890026318,0.43543957183016185,0.4330349564948564
clover,3,0.556238294518665,0.7979100966294025,0.5242770163082133,0.3874018338560518
clover,4,0.5947547856734898,0.8357904743024824,0.4793215071728129,0.43353493444500024
clover,4,0.5728057323289423,0.8280552400124164,0.40288880216598527,0.33467442949223325
clover,4,0.5746899731542267,0.8362568790242773,0.4571667694373946,0.48764065640110726
clover,4,0.5671696354336578,0.8244506250752167,0.43260123165484254,0.44807483375188606
clover,4,0.5794389486234242,0.8363364159822914,0.43143797074169027,0.3659162949174379
clover,4,0.585043809024859,0.8445365703042693,0.4051890080989344,0.31571580613948147
clover,4,0.5758487779611753,0.8320043030024559,0.4703701787232598,0.43856173978158164
clover,4,0.5468463997250073,0.8336773364019635,0.47854828749436645,0.4078874168943781
clover,4,0.5572874462933561,0.8200517010506493,0.4715681451458078,0.39765813829278646
clover,4,0.5603241842973053,0.8403917403482377,0.4279981211850482,0.3736727096034533
clover,5,0.6081551437626286,0.8475012839019261,0.4563498128134752,0.4070090772522334
clover,5,0.597901529232833,0.8569180355336881,0.3950931173664275,0.4202922752249741
clover,5,0.6015349605283243,0.8493596914382453,0.4678404856974595,0.47265483081436327
clover,5,0.5816782797998089,0.8508197778888298,0.5040369448048874,0.4767897835912286
clover,5,0.5849378236162062,0.8496816570442864,0.412737466556323,0.38969902984319926
clover,5,0.595673119530604,0.8576419279008938,0.5043354754514024,0.4468586711704551
clover,5,0.6079737623081884,0.8589781487955309,0.45927113421724175,0.41823831175411286
clover,5,0.615526314321649,0.8540148305168954,0.37972669791309055,0.3860910808516207
clover,5,0.5994579929242746,0.849196375551123,0.4692286808552325,0.38136155970161134
clover,5,0.5916723357470557,0.8476940814881523,0.454510753209278,0.48885681898253824
clover,10,0.6441855773700994,0.9036138654359431,0.4529480289569516,0.47397909673636585
clover,10,0.6484811949819972,0.9092223875179891,0.42670391989309375,0.4448722722874512
clover,10,0.6448854496685376,0.9111571505340019,0.46854560698188535,0.4237110433705522
clover,10,0.6430128526321307,0.8914372874103689,0.43001070846397543,0.47453312635679556
clover,10,0.6470116289647703,0.9011178896441828,0.4474027970518687,0.429372955832992
clover,10,0.6391082928272599,0.9051004642058657,0.39184820407785736,0.41371148436767524
clover,10,0.6410420876520517,0.89745812908276,0.46189234609976687,0.48773524682410735
clover,10,0.6419894135085041,0.8957420396766475,0.45216752368498414,0.4706008673435021
clover,10,0.6175986820198427,0.8958336662522798,0.464523800629957,0.4805734005112361
clover,10,0.6265333694700506,0.8975198497621789,0.463448568309194,0.4883703539499658
datamanagement,1,0.4406189870960735,0.5948117348638133,0.32008924410629225,0.4001879415796583
datamanagement,1,0.4457964237793925,0.5904859884927454,0.33978793868701535,0.3889664724143956
datamanagement,1,0.4533210146688108,0.5954229708789329,0.3388679461940803,0.42353697524168205
datamanagement,1,0.45870326622803825,0.6007294863710908,0.3272099595102271,0.392767028015169
datamanagement,1,0.45697036730244894,0.5958759064069121,0.3346102625802593,0.4013899099252794
datamanagement,1,0.44216687032442603,0.5925646401981818,0.3337825395187164,0.40187630621654785
datamanagement,1,0.45026597536883173,0.5920770834890507,0.33301027747091416,0.3986782454052335
datamanagement,1,0.46324491799912537,0.5990608429000069,0.344885164333309,0.38780808554466173
datamanagement,1,0.441549191401967,0.5970602558378713,0.3320141413073235,0.3813671279291258
datamanagement,1,0.43785224215839275,0.5916304723103871,0.3240284770646418,0.3678913213714722
datamanagement,2,0.4638494055068087,0.6181438310310297,0.3255312913378401,0.39126952069841864
datamanagement,2,0.46554148158360054,0.6220561671755398,0.33906074050587776,0.37822698274970934
datamanagement,2,0.46479545269678446,0.6204183376167609,0.3532546278130426,0.4237535241796114
datamanagement,2,0.4549267882304527,0.6051730893944334,0.32582900384703933,0.39585832126257825
datamanagement,2,0.476241142294483,0.6227190795248629,0.3262166313132518,0.39748940866084637
datamanagement,2,0.46879137504316154,0.6149068141446166,0.3460073622069067,0.3882087441342614
datamanagement,2,0.462259757418864,0.6212822859945991,0.33675942383328117,0.39725977266074886
datamanagement,2,0.471526571459364,0.6182551265255306,0.34968223185650466,0.3851367363023443
datamanagement,2,0.46239626260155064,0.6158485921282493,0.348734717964928,0.39787068533364445
datamanagement,2,0.47527649461538096,0.6123852112059492,0.33503236714105816,0.3746413875268518
datamanagement,3,0.47392839634346895,0.6254372378547594,0.33636382282461524,0.38352572859957523
datamanagement,3,0.4786203246339136,0.623242904256246,0.3377628095922628,0.3836443435549836
datamanagement,3,0.47763422566667896,0.6236567080800469,0.35190459950988595,0.39415337324685507
datamanagement,3,0.4857322784834303,0.6340327921669975,0.36168204087430883,0.41893534000339383
datamanagement,3,0.468068468379427,0.6299400479422544,0.3404407015024781,0.3915452026693778
datamanagement,3,0.4802811815485506,0.6259209413897184,0.3409702342484404,0.39101465331754426
datamanagement,3,0.4767230697080604,0.626152530512457,0.35243910835761505,0.3886353318833353
datamanagement,3,0.48402539737052347,0.6361743904684874,0.3558687793508447,0.41545661626892816
datamanagement,3,0.4889270907136346,0.6322199719039415,0.3516423166651691,0.4034943288221807
datamanagement,3,0.4696035320839626,0.6319681014415504,0.34133758179560875,0.39154405950002225
datamanagement,4,0.49083437413564757,0.6421077660733108,0.3681793066656009,0.4085009949016947
datamanagement,4,0.4878776817958047,0.6412513089444661,0.3537586429957521,0.39931228127645796
datamanagement,4,0.47364103211186387,0.6409759415512093,0.3637094117955347,0.4241269990927165
datamanagement,4,0.4869991851421778,0.6384492004265377,0.37728769156141756,0.4226153951616399
datamanagement,4,0.4808206592489286,0.6397135602827917,0.361850081739863,0.4341287288251031
datamanagement,4,0.4841668707080055,0.6453179517438495,0.36768432305309706,0.4226355119730271
datamanagement,4,0.47733540037891337,0.6376096794670555,0.3471672157365225,0.4022654514576376
datamanagement,4,0.48645699253715463,0.6425175205488511,0.3802141064153893,0.4297812854585245
datamanagement,4,0.48541237939071624,0.6393166736661599,0.3749686730313921,0.42758556889990673
datamanagement,4,0.48201633688874745,0.6383615351883184,0.3631033852745219,0.43585953176852427
datamanagement,5,0.4867461767389302,0.6452547974723143,0.367843982544824,0.42899909038490974
datamanagement,5,0.47859701936023263,0.6401159654723044,0.3644152537878713,0.4150838688272312
datamanagement,5,0.4891769247034707,0.642893576946501,0.36963981520104716,0.4179780321694008
datamanagement,5,0.4836715367081377,0.643335471492036,0.37110974984681655,0.46396362290416887
datamanagement,5,0.49089666023970335,0.6449838728647135,0.3533979046934912,0.4143206177029375
datamanagement,5,0.47828095880024035,0.6449356428085442,0.355027753251211,0.39965502423415966
datamanagement,5,0.47608112263340174,0.6402831960466216,0.33980658463945035,0.37211957819796454
datamanagement,5,0.48570214817053314,0.6456436831647188,0.3667642439452291,0.43635100551329414
datamanagement,5,0.48754113309638075,0.6415627871204347,0.3509201300247723,0.41396937520684524
datamanagement,5,0.4881227542410244,0.6467919159223662,0.3612492687989344,0.4216917291686826
datamanagement,10,0.4914770817947649,0.6541976179316799,0.3694371400230349,0.42167778844108655
datamanagement,10,0.49388847718631546,0.6540185973623313,0.3746208945695124,0.43725160769334365
datamanagement,10,0.4968498068991506,0.6544917893004112,0.37267267948773986,0.42779698842209124
datamanagement,10,0.4944573545643589,0.6524678664652839,0.3723509569335704,0.4406575249015783
datamanagement,10,0.4881618596119637,0.6451766679153249,0.3629172307464129,0.40706412009985626
datamanagement,10,0.49565824203901687,0.6553112460921361,0.38259933673530067,0.469526195910313
datamanagement,10,0.4945214544981647,0.6535117151994809,0.3681649066016734,0.44297589462423714
datamanagement,10,0.4925336260971938,0.6523685522446446,0.3563721850777814,0.4365859416622221
datamanagement,10,0.4893229269939569,0.6510971832223671,0.3650513194268409,0.4257103109197344
datamanagement,10,0.4951940092030675,0.6551642129437574,0.38050975920412455,0.45159433747412275
duracloud,1,0.49372404142538595,0.6556979253651498,0.3328268517654784,0.3360012536793023
duracloud,1,0.45332134060920787,0.5919278570675953,0.30120390458887963,0.2773068083446942
duracloud,1,0.5112548010297376,0.669172848707144,0.3629932281965972,0.37693486657775627
duracloud,1,0.5064572396962345,0.6587739865382495,0.3444033013382617,0.404460500132156
duracloud,1,0.47497710061325926,0.6493459830598773,0.3030787742022722,0.3033237056375509
duracloud,1,0.49308156546523085,0.6580499437902058,0.36520015407897743,0.3524781705176622
duracloud,1,0.5009982762066701,0.6577122254316767,0.33376864689843355,0.2961186096668066
duracloud,1,0.4894893702079128,0.6386411248212526,0.3348059357737386,0.34258606131271563
duracloud,1,0.48458978869433017,0.6573767263279193,0.3285233717841888,0.37457289526704607
duracloud,1,0.5000390661987979,0.6568384613459185,0.3301842194413921,0.3227070390084704
duracloud,2,0.5133664461335149,0.7079447090760295,0.28565035225710184,0.288168625954726
duracloud,2,0.5250642759152785,0.7040333813274926,0.277688632669208,0.33206012035695914
duracloud,2,0.52871510382902,0.7019900133749334,0.3456480956277007,0.3889695437950558
duracloud,2,0.5342105008769152,0.7118306241816876,0.3487421834556807,0.38149087087203887
duracloud,2,0.517616744790318,0.7145354606006818,0.3472559031922552,0.364428878571393
duracloud,2,0.5082182844491598,0.6967790291112322,0.3087410573361483,0.34829867311809143
duracloud,2,0.5357432781214048,0.702123516779645,0.33079313788219616,0.34735063417457246
duracloud,2,0.5459275402670132,0.713399376216649,0.29440222073352496,0.32377696867329897
duracloud,2,0.507204384606603,0.6932423637859574,0.399577993203975,0.43673445445223796
