"issuekey","type","components","storypoint","title","description_text"
"TIMOB-3221","Bug","Android",1,"Facebook.authorize not firing on Android with 1.6.0","{html}<div><p>Nothing happens on the Android emulator when firing the authorize call. (Same code works on iOS)</p> <pre> <code>Ti.Facebook.appid = 'xxx'; Ti.Facebook.permissions = ['publish_stream']; Ti.Facebook.authorize();</code> </pre> <p>But some action is happening behind the scenes.</p> <pre> <code>[TRACE] W/InputManagerService( 64): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@450d0020 [TRACE] D/Facebook-WebView( 290): Webview loading URL: https://m.facebook.com/dialog/oauth?display=touch&amp;client_id=xxx&amp;scope=publish_stream&amp;type=user_agent&amp;redirect_uri=fbconnect%3A%2F%2Fsuccess [TRACE] D/Facebook-WebView( 290): Webview loading URL: http://www.facebook.com/connect/uiserver.php?app_id=xxx&amp;method=permissions.request&amp;display=touch&amp;next=fbconnect%3A%2F%2Fsuccess&amp;type=user_agent&amp;fbconnect=1&amp;perms=publish_stream [TRACE] D/Facebook-WebView( 290): Redirect URL: http://www.facebook.com/connect/uiserver.php?app_id=xxx&amp;method=permissions.request&amp;display=touch&amp;next=fbconnect%3A%2F%2Fsuccess&amp;type=user_agent&amp;fbconnect=1&amp;perms=publish_stream [TRACE] D/Facebook-WebView( 290): Webview loading URL: http://touch.facebook.com/login.php?app_id=xxx&amp;cancel=fbconnect%3A%2F%2Fsuccess%2F%3Ferror_reason%3Duser_denied%26error%3Daccess_denied%26error_description%3DThe%2Buser%2Bdenied%2Byour%2Brequest.&amp;fbconnect=1&amp;next=http%3A%2F%2Fwww.facebook.com%2Fconnect%2Fuiserver.php%3Fmethod%3Dpermissions.request%26app_id%3Dxxx%26display%3Dtouch%26redirect_uri%3Dfbconnect%253A%252F%252Fsuccess%26type%3Duser_agent%26fbconnect%3D1%26perms%3Dpublish_stream%26from_login%3D1&amp;rcount=1 [TRACE] D/Facebook-WebView( 290): Redirect URL: http://touch.facebook.com/login.php?app_id=xxx&amp;cancel=fbconnect%3A%2F%2Fsuccess%2F%3Ferror_reason%3Duser_denied%26error%3Daccess_denied%26error_description%3DThe%2Buser%2Bdenied%2Byour%2Brequest.&amp;fbconnect=1&amp;next=http%3A%2F%2Fwww.facebook.com%2Fconnect%2Fuiserver.php%3Fmethod%3Dpermissions.request%26app_id%3Dxxx%26display%3Dtouch%26redirect_uri%3Dfbconnect%253A%252F%252Fsuccess%26type%3Duser_agent%26fbconnect%3D1%26perms%3Dpublish_stream%26from_login%3D1&amp;rcount=1</code> </pre></div>{html}"
"TIMOB-3214","Bug","iOS",0,"iOs 1.6.0 - iPad - Modal FormSheet BUG","{html}<div><p>Hi,<br> I'm currently use an window in modal, in modalStyle:Ti.UI.iPhone.MODAL_PRESENTATION_FORMSHEET, opened with flip animation. On 1.5.2 this works correctly, but in 1.6.0 this modal takes all height of screen and hide the current window.</p></div>{html}"
"TIMOB-3200","New Feature","Android",13,"Android: Add radio button group support","*Summary:*  We should add a radio button group like feature on all platforms (Android, iOS, and Windows) where a horizontal layout of buttons are displayed, but only one option can be selected at a time.    On Android and Windows, this is a built-in UI component that we should use.  https://developer.android.com/guide/topics/ui/controls/radiobutton    On iOS, this should be implemented via a {{UISegmentedControl}}.  https://developer.apple.com/design/human-interface-guidelines/ios/controls/segmented-controls    *Recommend Solution:*  Should be implemented in Titanium similar to {{Ti.UI.TabbedBar}}...  https://docs.appcelerator.com/platform/latest/#!/api/Titanium.UI.TabbedBar    The idea is that the Titanium developer creates the ""group"" view, but does not have access to the individual buttons within the group. This will help make it more portable between Android and iOS.    The radio buttons will be created via a creation-only ""labels"" property, which is assigned an array of strings, just like how it works with {{Ti.UI.TabbedBar}} and {{Ti.UI.ButtonBar}}.    We should also support an ""index"" property to indicate which button is selected and the ""click"" event when a button has been clicked on. This is how it's implemented in {{Ti.UI.TabbedBar}} as well.    The layout should be horizontal by default. Especially since iOS' {{UISegmentedControl}} can only be displayed horizontally. Vertical layout support would be nice, but it is only natively supported on Android and Windows.    *Future:*  We may also want to support the ""Choice Chips"" feature as shown in Google's material design below. New {{Chip}} and {{ChipGroup}} Java classes have been added to Google's Support Library version 28. This could be implemented via the view's ""style"" property in the future.  https://material.io/design/components/chips.html  "
"TIMOB-3199","New Feature","Android",0,"Android: GridView support","{html}<div><p>Hi,<br> I would like to see support of GridView in Titanium.<br> Currently the only way to do something similar is to emulate it with a TableView and internal views, but this brings performance, usability problems and a non-native experience.</p> <p>Something like<br></p> <pre> <code class=""javascript"">// create grid view var gridView = Titanium.UI.Android.createGridView({ data:data });</code> </pre> would be desirable.</div>{html}"
"TIMOB-3186","Bug","Android|Tooling",3,"Android: Persistent internal compiler error","h2. Error Message:        h2. Version Info:    * Titanium Mobile 1.5.1  * Android SDK r8 and r9    h2. Repo Steps:    * Create a new titanium project  * Add attached BigInt.js to the /Resources directory  * Recompile *Error occurs here*  * Remove BigInt.js from /Resources directory  * Recompile *Compiler error still occurs*    It appears that the entire titanium mobile project is trashed  from this point and will not recompile again.    Edit: fixed the formatting"
"TIMOB-3180","Bug","Android|Tooling",3,"Android: JAVA_HOME not recognized when launching some Android applications","Googled and found that spaces in the Java paths would create complications: http://developer.appcelerator.com/question/34701/error-jdk-version-javac-is-not-recognized-as-an-internal-or-external-command-testing-on-android    We moved the JDK location to C:\Java\java-jdk-folder and it appeared to work fine after updating JAVA_HOME and the Path environment variables to the new location."
"TIMOB-3162","Bug","Android",0.5,"Android: Ti.API.log doesn't work with one argument only","{html}<div><p>I used Ti.API.log with one argument in an external JS file  wrongly. It works on iPhone and a message is printed as info log.  But on Android, it fails without error message and scripts after  the log line are not executed.</p></div>{html}"
"TIMOB-3060","Bug","iOS",1,"iOS: Modal Window Animated False","If a modal window is opened with animated:false, it will be  opened without animation but will close with animation.    Example code:    {code:js}  var win = Titanium.UI.createWindow({ backgroundColor:'#fff' });  var button = Ti.UI.createButton({title:'open', width:200, height:50});  win.add(button);  button.addEventListener('click', function(){      var win2 = Ti.UI.createWindow({backgroundColor:'#ccc'});      var button2 = Ti.UI.createButton({title:'close', width:200, height:50});      win2.add(button2);      button2.addEventListener('click', function(){          win2.close();          //win2.close({animted:false});      });      win2.open({modal:true, animated:false});  });  win.open();  {code}"
"TIMOB-2951","New Feature","iOS",0,"iOS Feature Request: Add a byte() Method to Titanium.Filesystem","{html}<div><p>User is trying to read a binary blob file. Specifically this  users is trying to read the last 128 bytes from the data within the  blob.</p>  <p>Ticket reference: <a href=  ""http://developer.appcelerator.com/helpdesk/view/66511"">http://developer.appcelerator.com/helpdesk/view/66511</a></p>  <p>Code he is attempting:<br></p>  <pre>  <code>var ansi = Ti.Filesystem.getFile(Titanium.Filesystem.resourcesDirectory,'4THDS-05.DRK');<br>  <br>      </code>  </pre>  <pre>  <code><code>Ti.API.info('Native = ' + ansi.nativePath);  var content = ansi.read();  var sauce = content.getByte(content.size-128);    Ti.API.info('SAUCE = ' + sauce);&lt;/code&gt;</code></code>  </pre>  <pre>      <br>  </pre></div>{html}"
"TIMOB-2908","Bug","iOS",2,"iOS: Switch - Disable animation on init and allow developer to disable for setValue","When loading a switch with a value set to 'true' the switch shows an animation going from 'off' to 'on'.    Users would like a property added to the switch object of 'animate' as a boolean value, to turn off the animation on-load if the value of the switch is preset to true.    Reference ticket: http://developer.appcelerator.com/helpdesk/view/67301"
"TIMOB-2801","Bug","iOS",2,"iOS: HTTPClient intermittently errors on HTTPS requests","{html}<div><h1>Problem</h1>  <p>The HTTPClient errors intermittently (around half the time) when  making an HTTPS request. The following error message is sent:</p>  <pre>  <code>Error Domain=ASIHTTPRequestErrorDomain Code=1 ""A connection failure occurred"" UserInfo=0xb236b70 {NSUnderlyingError=0xb234cf0 ""The operation couldn&rsquo;t be completed. Connection reset by peer"", NSLocalizedDescription=A connection failure occurred}</code>  </pre>  <h1>Tested On</h1>  <p>All platforms tested with clean builds from both Titanium Mobile  1.5.1 and 1.6.0 (pulled January 8th, 2011).<br>  BROKEN on iPhone Simulator 4.2<br>  BROKEN on iPod Touch 4.2<br>  WORKS on Android Simulator 2.2<br>  WORKS in browser (hitting the URL)  </p>  <h1>Sample Code</h1>  <pre>  <code class=  ""javascript"">var win = Titanium.UI.createWindow({ backgroudColor: '#333' });  var statusLabel = Titanium.UI.createTextArea({      top: 10, right: 10, left: 10, bottom: 45  });  win.add(statusLabel);    function runRequest() {      var xhr = Titanium.Network.createHTTPClient();      xhr.onload = function () {          statusLabel.value = this.responseText;          //Ti.API.info(this.responseText);      };      xhr.onerror = function (e) {          statusLabel.value = e.error;          Ti.API.error(e.error);      };      statusLabel.value = 'Waiting for response...';      xhr.open('GET', 'https://acomsx1.cos.agilent.com/QueryOpenNotificationsCount');      xhr.send();  }    var refresh = Ti.UI.createButton({      title: 'Refresh',      bottom: 10, left: 10, right: 10, height: 25  });  refresh.addEventListener('click', runRequest);  win.add(refresh);    win.open();    runRequest();</code>  </pre>  <h2>Associated Helpdesk Ticket</h2>  <p><a href=  ""http://developer.appcelerator.com/helpdesk/view/64561"">http://developer.appcelerator.com/helpdesk/view/64561</a></p></div>{html}"
"TIMOB-2792","Bug","iOS",1,"iOS: Facebook permissions return false positives","{html}<div><h1>Problem</h1> <p>If a user clicks ""Don't Allow"" when an app asks for additional information, evt.success and hasPermission will still return ""true"" for this permission, when they should return false. This false positive only occurs in iOS, in my testing.</p> <h1>Sample Code Demonstrating Problem</h1> <p>The following sample code demonstrates the problem.</p> <p>Use the following steps to reproduce in sample code:<br> 1. Click ""Connect with Facebook""<br> 2. Sign in<br> 3. Click ""Don't Allow""</p> <pre> <code class=""javascript"">/** * Function that logs the user into Facebook, and makes sure they have * granted us the ""user_checkins"" permission. */ function checkIfUserIsLoggedIntoFacebook() {     // if user hasn't logged in yet, don't do anything     // (they need to click the ""Connect with Facebook"" button)     if (Titanium.Facebook.isLoggedIn() === false) {     }     // if the user hasn't given us the permissions we want, request them.     else if (!Titanium.Facebook.hasPermission(""user_checkins"")) {         Titanium.Facebook.requestPermission(""user_checkins"", function (evt) {             if (evt.success) {                 alert('Permission GRANTED');             } else {                 alert(""Permission DENIED"");             }         });     }     // otherwise, we should be good to go     else {         alert('Permission ALREADY GRANTED');     } }  /** * Add a login event listener so we can check if we have all the permissions * we want. */ Titanium.Facebook.addEventListener('login', function (evt) {     if (evt.success) {         checkIfUserIsLoggedIntoFacebook();     } });  // create our window var win = Ti.UI.createWindow({ backgroundColor: '#fff' }); win.add(Ti.Facebook.createLoginButton({     apikey: '645bf1d897d1fa8dc93ed45bc37edc04',     secret: '49d146f85b8429438262380b85f2ebac',     style: 'wide' })); win.open();</code> </pre> <h1>Tested On</h1> <p>Tested on CI build 1.6.0 from January 8th, 2010.<br> BROKEN on iPhone Simulator, 4.2<br> WORKS on Android Simulator APIs 2.2</p> <h2>Associated Helpdesk Ticket</h2> <p><a href= ""http://developer.appcelerator.com/helpdesk/view/63481"">http://developer.appcelerator.com/helpdesk/view/63481</a></p></div>{html}"
"TIMOB-2783","New Feature","iOS",0,"iOS: Need more methods to manipulate localnotification ","{html}<div><p>Local notification created for iOS can not be manipulate after  the application has been closed and re opened.<br>  It's really a need, per exemple, to be able to cancel one, or  modify another..</p>  <p>We need some tools to retrieve and manipulate them.</p></div>{html}"
"TIMOB-2760","Bug","Android|Tooling",3,"need to be able to ref adb from either /tools or /platform-tools subdir","{html}<div><p>as it stands users have to make a symlink in /tools to  /platform-tools/adb</p></div>{html}"
"TIMOB-2733","Bug","Android|Tooling",3,"Android: Getting Error at Rebuilding after changing tiapp.xml.","Hi, I am developing Android application using Titanium. Earlier i was using {{Titanium.Platform.displayCaps.platformHeight}} and i tried solution provided here:    http://developer.appcelerator.com/question/91631/titaniumplatformdisplaycapsplatformheight-runtime-error    Now i am getting following error        Suggest Something ASAP.  Regards, Rahul"
"TIMOB-2705","Bug","iOS",1,"App names containing ""Titanium"" break the iPhone build","{html}<div><p>If the (case-sensitive) string ""Titanium"" appears is used in a project name, the Xcode project files (*.pbxproj) get mangled and can't be built from the Titanium Developer GUI.</p> <p>I can reproduce this reliably with the following versions:<br> Titanium Developer 1.2.2<br> Titanium Mobile SDK 1.1.0<br> Mac OS X 10.6.5<br> Xcode 3.2.3</p> <p>Details for reproducing:</p> <p>When I create a new Mobile project from Titanium Developer, called ""Hello Titanium"", building the app throws an error because the named Xcode target doesn't exist. (I found that in <code>build/iphone/build/build.log</code>)</p> <p><code>$ xcodebuild -list</code></p> <pre> <code>Information about project ""Hello Titanium"": Targets:     Hello HelloTitanium (Active)     Hello HelloTitanium-iPad  Build Configurations:     Debug (Active)     Release  If no build configuration is specified ""Release"" is used.</code> </pre> <p>These cases also fail:</p> <ul> <li>""Hello2Titanium"" =&gt; ""Hello2Hello2Titanium""</li> <li>""Hello4Titanium"" =&gt; ""Hello4Hello4Titanium""</li> <li>""Titanium7Hello"" =&gt; ""Titanium7Hello7Hello""</li> <li>""Hello8Titanium8Hello"" =&gt; ""Hello8Hello8Titanium8Hello8Hello""</li> <li>""Welcome Titanium Howdy"" =&gt; ""Welcome WelcomeTitaniumHowdy Howdy""</li> </ul> <p>But these cases are just fine:</p> <ul> <li>""Hello5Titanius"" =&gt; ""Hello5Titanius""</li> <li>""some titanium in lowercase"" =&gt; ""some titanium in lowercase""</li> </ul></div>{html}"
"TIMOB-2662","Bug","Android|Tooling",3,"android SDK > 1.5.0 ""Compiling Javascript Resources"" each time","With SDK older than 1.5.0, when Ti developer ""Launch"" button is clicked, application is immediately displaying in the emulator:        With 1.5.0 & 1.5.1 each time I get a ""compiling Android Resources"":    "
"TIMOB-2653","Bug","Android",3,"Android: Complex/autogenerated remote image URLs fail, whereas simple URLs succeed","h2. Problem    A complex url to an image, used in an imageView do not render.    The issues is not present in 1.4.3 (21Nov).      h2. Test case    The following code will cause an exception:    {code:lang=javascript|title=app.js}  var window = Titanium.UI.createWindow({        backgroundColor:'red'  });    var graph = Titanium.UI.createImageView({      top: 20,      image: 'http://chart.apis.google.com/chart?chco=666666,555555,444444,333333,222222&amp;cht=p&amp;chd=t:36,15,12,10,26&amp;chdl=xyz|abc|def|ghi|jkl&amp;chdlp=b&amp;chf=c,s,ffffff|bg,s,ffffff&amp;chl=36%|15%|12%|10%|26%&amp;chs=288x150'  //    image: 'http://developer.appcelerator.com/assets/img/sprites.png'  });  window.add(graph);  window.open();    "
"TIMOB-2646","New Feature","Android|Tooling",3,"Android: Support passing customized launch params to Android emulator","Developers would like to have the ability to add custom launch parameters to the android emulator such as setting a HTTP proxy.      Here is one example of the parameters they would like to be able to include:      Reference HD Tickets:   http://appc.me/c/APP-364571  http://appc.me/c/EPH-39417-198"
"TIMOB-2600","Bug","iOS",1,"iOS: invalid method (createTabGroup) passed to UIModule at app.js","{html}<div><p>When i build for simulator everything works as expected, but  when i build for device it installs onto the phone, then when i  open the application the errors below appear and the app locks on  the splash screen. I've really tried everything and it looks like a  couple of other people have experienced similar issues:</p>  <p><a href=  ""http://developer.appcelerator.com/question/85671/invalid-method-createtoolbar-passed-to-uimodule-on-device"">  http://developer.appcelerator.com/question/85671/invalid-method-cre...</a><br>  <a href=  ""http://developer.appcelerator.com/question/45181/test-working-in-ipad-simulator-not-on-ipad"">  http://developer.appcelerator.com/question/45181/test-working-in-ip...</a></p>  <p>The errors are:</p>  <p><a href=""/projects/32238/changesets/WARN"" title=  ""Changeset [WARN]"">[WARN]</a> attempted to load: TiUITabGroupProxy  <a href=""/projects/32238/changesets/ERROR"" title=  ""Changeset [ERROR]"">[ERROR]</a> Script Error = invalid method  (createTabGroup) passed to UIModule at app.js (line 1). <a href=  ""/projects/32238/changesets/ERROR"" title=  ""Changeset [ERROR]"">[ERROR]</a> application received error: invalid  method (createTabGroup) passed to UIModule at app.js (line 1)  <a href=""/projects/32238/changesets/DEBUG"" title=  ""Changeset [DEBUG]"">[DEBUG]</a> application booted in 275.932014  ms</p>  <p>This issue has just started and i'm struggling to move past it,  i've done the following and it's still causing the issue:</p>  <ul>  <li>Uninstalled titanium from my system, user folder, application  support folder etc</li>  <li>Reinstalled everything</li>  <li>Removed build folder</li>  <li>Created a new user account on my mac</li>  <li>Repeated above steps</li>  <li>Created new project etc</li>  </ul>  <p>I've attached my app.js which seems to be in order, i also  created a new project and replaced the app.js in that project and  it seemed to run ok, but i cannot find any reason why my app.js  wouldn't run...</p>  <p>please help, i've spent 2 whole days trying things now!!!!!</p></div>{html}"
"TIMOB-2527","Bug","Android|Tooling",5,"Android: App launch/build problem if ampersand in home folder name (windows)","http://developer.appcelerator.com/question/86611/ampersand-in-user-path-prevents-creation-of-avd-windows-vista    The user folder (C:\users...) for my profile contains an ampersand (C:\users\tom&amp;jerry\ - real names hidden). This is preventing Titanium from creating the Android AVDs needed to test apps, giving the following error:    [TRACE] Error: 'C:\Users\tom' is not recognized as a valid sdcard value. It looks like the command that creates the avd is stripping away part of the string when it tries  to create an avd. I've manage to track down a function 'create_avd' in 1.4.0/android/builder.py which I think may be the culprit, but I'm not sure where to go from there. The sdcard has been created, so the problem must be after that point.    There are a multitude of methods for renaming the user folder, none of which are straight forward (registry edits, etc.). I'm hoping someone can tell me a way of making Titanium function with this, albeit rare and idiotic, usage case.    Does anyone have any suggestions?"
"TIMOB-2484","Bug","iOS",1,"iOS: Httpclient ssl problem without different port","{html}<div><p>If I put a port 443 or a different one the connection does not  work</p></div>{html}"
"TIMOB-2363","New Feature","Android|Tooling",3,"Android: Strip debugging symbols from JARs when building for production","It might be a good space saving measure to strip debugging symbols from our JARs when building apps for production mode. The biggest implication this has is not having line numbers in stack traces from production apps."
"TIMOB-2209","Bug","Android|Tooling",3,"Android: Re-enable incremental build","Before all of our new changes for stylesheet and RA.java code generation we knew when new Java code was generated so we could skip the javac and dex parts of the APK building process. We need to go back through and make sure to only dex/javac when necessary."
"TIMOB-2126","New Feature","Android",0,"Android: Support Scroll Event on Tableview","{html}<div><p>Should fire the standard event.</p></div>{html}    "
"TIMOB-2122","New Feature","Android",3,"Android: Implement Video Recording","{html}{html}"
"TIMOB-2099","Bug","Android",1,"Android: border properties broken for Label","{html}<div><p>Adding ""border:1, borderColor:'black'"" to a label works fine on  1.4.1 under iOS, but not on 1.4.2 under Android. Under android, the  entire label is blacked out, instead of a border being placed  around the label.</p></div>{html}"
"TIMOB-2017","Bug","Android",1,"Android: WebView No Longer Fires Click Event","{html}<div><p>Bill triaged the problem.</p> <p>In April you added this code to disallow registering for touch on the WebView:</p> <p><a href= ""http://github.com/appcelerator/titanium_mobile/commit/d47e4e06456d033af0eede50469633054bfc65cc#L1R149""> http://github.com/appcelerator/titanium_mobile/commit/d47e4e06456d0...</a></p> <p>I'm going to mark this as a regression since I didn't comment on the commit well enough to know if I disabled it on purpose. Will need to check interference with clickable items in a webview and scrolling.</p></div>{html}"
"TIMOB-1902","Bug","iOS",1,"iOS: Scrollview can scroll to much on ipad when keyboard is up","{html}<div><p>This can be recreated in KS Controls&gt;Text Field&gt;Border  Style.</p></div>{html}"
"TIMOB-1872","Bug","Android|Tooling",2,"Android: Fix AVD naming scheme","{html}<div><p>The current script for naming AVDs is based on the download order of the emulators. For instance if you download API 4 and API 8 and run the API 8 emulator. Then later you download the Google API emulator 4. It will launch the API 8 emulator.</p> <p>If possible, we should also try and detect that the problem exists in their environment and fix the AVDs name to the new solution based on the contents of the AVD configuration file.</p></div>{html}"
"TIMOB-1847","Bug","iOS",1,"iOS: Clear button does not show when paddingRight is used in text field","{html}<div><p>Code below shows this. Happens on iPhone and iPad:</p>  <p>var win = Ti.UI.currentWindow;<br>  var input1 = Ti.UI.createTextField({<br></p>  <pre>  <code>hintText:'e.g. 30000  ',  height:35,  width:120,  borderColor:'#000',</code>  </pre>  <p>// COMMENT OUT THIS LINE AND THE CLEAR BUTTON WILL SHOW</p>  <pre>  <code>paddingRight:5,</code>  </pre>  <p>//END</p>  <pre>  <code>textAlign: 'right',  font:{fontSize:15},  color:'#000',  returnKeyType:Titanium.UI.RETURNKEY_DONE,  clearButtonMode:Titanium.UI.INPUT_BUTTONMODE_ONFOCUS,  keyboardType:Titanium.UI.KEYBOARD_NUMBERS_PUNCTUATION</code>  </pre>  <p>}); win.add(input1);</p></div>{html}"
"TIMOB-1800","Bug","iOS",2,"iOS: Analytics causes app crash when no network is available - iphone","{html}<div><p>A customer reports that if analytics is enabled and no network  (cell or wifi) causes a crash. I cannot reproduce this but at the  request of the customer I am logging this ticket so we can  investigate further.</p></div>{html}"
"TIMOB-1793","New Feature","Android",0,"Android: Allow OptionDialog to not Have Radiobuttons","{html}<div><p>See <a href= ""http://developer.appcelerator.com/helpdesk/view/42631"">Helpdesk 42631</a> basically provide a configuration option that allows hiding the radiobuttons that appear on the option dialog if possible.</p></div>{html}"
