"issuekey","type","components","storypoint","title","description_text"
"COMPASS-2727","Task","Export to Language",3,"Abstract templates from symbol table","""This needs to happen before we can do anything else.     Right now the symbol table just has the java templates directly in them, but we need a way for each code generator to fill out the template and argTemplates with the correct language.    Should we put it in a separate file, and have a """"loader"""" that fills out the symbol table with the template?    Should we have a separate """"templates"""" object?    Should we just copy + paste the SymbolTable.js and fill out the correct templates for each target language, then worry about abstracting it away later?"""
"COMPASS-2724","Task","Aggregation pipeline",8,"Agg Pipeline Execution Rules","""- $limit before $group, $sort (long running ops)  - $match nothing before to prevent index use.  - remove $sample completely  - Add maxTimeMS to each preview and allow user to re-execute.    """
"COMPASS-2723","Task","Aggregation pipeline",5,"Increase Intelligence of Stage Editor","""Have the autocompleter suggest better items based on context."""
"COMPASS-2722","Task","Aggregation pipeline",1,"Add allowDiskUse to agg pipeline execution","""Add allowDiskUse flag to agg pipeline queries."""
"COMPASS-2737","Task","Aggregation pipeline",5,"Progressive Backoff With MaxTimeMS","""Allow users to progressively increase the max time ms setting up to a max amount."""
"COMPASS-2743","Task","Metrics",1,"Track Create Atlas Cluster Link Clicks","""Add tracking each time a user clicks on the create Atlas cluster link."""
"COMPASS-2742","Task","Connectivity",2,"Add Link to Create Atlas Cluster","""Create a link to create an atlas cluster.    AC:  - Add the component to the connect window sidebar.  - Clicking on the link opens the sign-up page in Atlas in a browser."""
"COMPASS-2751","Task","Aggregation pipeline",5,"Import Pipeline","""Add the ability to import an aggregation pipeline into the builder."""
"COMPASS-2750","Task","Aggregation pipeline",3,"Add Telemetry Data to Aggregation Pipeline","""Add Telemetry Data to Aggregation Pipeline:    - Pipeline length  - User scrolling through documents.  - Pipeline Error Rate  - Stage Operators"""
"COMPASS-2749","Task","Export to Language",3,"Implement Export to language UI","""Designs are here: https://jira.mongodb.org/browse/COMPASS-2675"""
"COMPASS-2755","Story","Compass",3,"Explicitly indicate a view","""h3. User story  As a Compass user  I want to distinguish views from collections  So that I easily understand what I am selecting in the sidebar or in the list of collections    h3. Acceptance criteria  - Views are represented with an intuitive icon in the sidebar  - Views appear after Collections in the sidebar  - Views appear after Collections in the [Views and Collections screen|https://mongodb.invisionapp.com/share/ZKQDF41YGSJ#/screens/350992753]  - In the Views and Collections screen, Views are displayed with the collection (or view) they are based on    h4. Original description  bq. Currently a view is distinguished from """"normal"""" collection with a lock side its name. A more explicit way should be used to indicate a view."""
"COMPASS-2754","Task","Export to Language",3,"Figure out how to test non-symmetric translations","""Right now our test suite expects all translations to be symmetric, but that's not always possible (especially as our generated code gets more idiomatic).     For example, Code in javascript can accept a function or a string, but in shell it only accepts a string.    Javascript --> Shell:      Shell --> Javascript     """
"COMPASS-2766","Task","Export to Language",3,"Set default numeric type","""For example, numeric literals are doubles in the shell and javascript, but in java they are 32-bit integers. Ensure we're being consistent with integer types."""
"COMPASS-2761","Story","Compass|Grammar|Query Bar",3,"As a Compass user, I need support for $near and $nearSphere","""Current support for $geoWithin in Compass does not return a sorted list of matching points.    """
"COMPASS-2760","Task","Export to Language",5,"make bson-compilers work in the browser","""currently to consume this package, you need to be running a node environment as all the symbol tables get joined dynamically with 'path'.    Need to consider a browserify transform that gets triggered on 'npm prepublish' and packages up a pure javascript module.    https://www.npmjs.com/package/path-browserify and https://www.npmjs.com/package/brfs will probably do the trick.  """
"COMPASS-2789","Task","Export to Language",5,"get export to language modal to be worked in compass","""The Idea™ at the moment is to get start off in compass main repo and create a dropdown to include the current history feature and export to language.    To trigger both history and export components, generate an event on the global app registry – `global.hadronApp.appRegistry`.    Then get export to language to listen in the `store.onActivated` for the above ^ event to be dispatched.    A good example to see something like this working is in import-export plugin.    -*Update:* use these two events to get the query bar – open-aggregation-export-to-language, open-query-export-to-language-    -*Update2:* once the event is 'caught' in store.onActivated, dispatch an event to be handled in export-query.js module. The event in export-query.js should change the state to have an inputQuery passed in from aggregation/querybar.-    *Update3:* check that this actually works with the compass branch that has the appRegistry events; need to send back the close button event"""
"COMPASS-2788","Task","Tech debt",2,"Update Status to React 16","""Update status plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures."""
"COMPASS-2787","Task","Tech debt",2,"Update SSH Tunnel Status to React 16","""Update ssh tunnel status plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures."""
"COMPASS-2786","Task","Tech debt",2,"Update Server Version to React 16","""Update server version plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures."""
